Temperature,Soil,Light,Humid,Rainfall,Label
24.03,1,2,57.95,261.66,Sri Rezeki
27.42,2,2,56.55,261.37,Sri Rezeki
25.21,3,2,56.72,250.97,Sri Rezeki
25.12,2,2,55.67,235.06,Sri Rezeki
27.2,1,2,54.43,242.3,Sri Rezeki
24.73,1,2,50.26,238.09,Sri Rezeki
23.11,2,2,56.54,238.96,Sri Rezeki
25.14,2,2,56.02,264.76,Sri Rezeki
29.12,1,2,57.92,259.8,Sri Rezeki
29.13,3,2,52.7,245.62,Sri Rezeki
29.43,3,2,55.02,240.1,Sri Rezeki
24.35,2,2,58.03,264.24,Sri Rezeki
27.69,2,2,59.36,253.62,Sri Rezeki
26.45,1,2,55.76,263.89,Sri Rezeki
24.84,1,2,56.74,257.08,Sri Rezeki
27.51,3,2,53.06,239.63,Sri Rezeki
27.27,1,2,54.99,242.25,Sri Rezeki
24.01,1,2,55.46,243.66,Sri Rezeki
28.33,3,2,51.57,248.03,Sri Rezeki
29.37,2,2,50.76,239.53,Sri Rezeki
25.16,3,2,52.04,239.18,Sri Rezeki
23.69,2,2,59.18,235.67,Sri Rezeki
25.54,1,2,55.28,239.98,Sri Rezeki
28.94,2,2,51.31,245.81,Sri Rezeki
26.24,2,2,60.53,258.08,Sri Rezeki
28.35,1,2,51.5,254.14,Sri Rezeki
27.1,2,2,56.39,246.78,Sri Rezeki
29.83,2,2,55.93,257.04,Sri Rezeki
26.9,1,2,52.31,240.86,Sri Rezeki
28.48,1,2,51.47,244.63,Sri Rezeki
25.69,2,2,60.13,251.6,Sri Rezeki
26.14,1,2,51.36,249.76,Sri Rezeki
24.89,2,2,53.23,259.44,Sri Rezeki
24.78,1,2,56.11,240.93,Sri Rezeki
26.87,1,2,57.72,262.15,Sri Rezeki
27.7,2,2,53.15,260.53,Sri Rezeki
23.25,1,2,50.41,246.67,Sri Rezeki
23.27,1,2,56.87,262.46,Sri Rezeki
23.19,2,2,55.97,254.52,Sri Rezeki
26.73,3,2,50.63,251.68,Sri Rezeki
27.08,1,2,56.1,252.9,Sri Rezeki
26.84,1,2,53.6,250.48,Sri Rezeki
26.39,2,2,58.91,254.92,Sri Rezeki
26.92,2,2,53.9,247.82,Sri Rezeki
25.11,3,2,56.18,248.46,Sri Rezeki
29.4,2,2,55.72,240.93,Sri Rezeki
28.96,2,2,60.36,250.4,Sri Rezeki
26.51,1,2,56.53,243.46,Sri Rezeki
27.28,1,2,57.16,245.21,Sri Rezeki
27.27,2,2,54.69,236.79,Sri Rezeki
24.69,2,2,51.49,252.45,Sri Rezeki
24.12,2,2,55.18,265.97,Sri Rezeki
29.23,2,2,57.95,242.34,Sri Rezeki
25.74,1,2,55.61,262.86,Sri Rezeki
29.36,2,2,56.65,234,Sri Rezeki
27.85,2,2,58.77,247.83,Sri Rezeki
28.12,1,2,50.09,262.03,Sri Rezeki
24.28,2,2,56.09,243.4,Sri Rezeki
29.21,2,2,57.9,238.98,Sri Rezeki
28.56,2,2,60.67,255.3,Sri Rezeki
23.41,2,2,59.32,264.99,Sri Rezeki
29.3,1,2,58.54,254.28,Sri Rezeki
26.82,2,2,53.63,236.34,Sri Rezeki
27.88,2,2,55.42,258.3,Sri Rezeki
28.78,2,2,57.02,233.53,Sri Rezeki
24.61,3,2,60.45,251.4,Sri Rezeki
25.4,1,2,60.93,261.64,Sri Rezeki
28.65,1,2,58.71,247.66,Sri Rezeki
25.6,1,2,56.65,240.65,Sri Rezeki
27.58,1,2,60.95,262.57,Sri Rezeki
28.73,2,2,59.2,238.48,Sri Rezeki
28.42,3,2,55.68,246.6,Sri Rezeki
27.23,2,2,55.84,248.68,Sri Rezeki
29.47,2,2,53.52,234.38,Sri Rezeki
25.08,2,2,53.68,250.84,Sri Rezeki
26,2,2,58.76,253.44,Sri Rezeki
28.41,2,2,52.2,247.19,Sri Rezeki
28.33,2,2,55.46,234.5,Sri Rezeki
27.62,1,2,57.28,237.01,Sri Rezeki
23.88,2,2,59.53,246.41,Sri Rezeki
27.05,1,2,57.55,247.47,Sri Rezeki
29.76,1,2,52.49,263.78,Sri Rezeki
24.85,1,2,54.03,245.75,Sri Rezeki
23.48,2,2,52.61,257.48,Sri Rezeki
23.1,1,2,55.07,253.85,Sri Rezeki
27.22,2,2,50.38,234.61,Sri Rezeki
23.37,2,2,54.97,248.67,Sri Rezeki
29.48,1,2,51.19,255.75,Sri Rezeki
29.19,1,2,56.67,243.66,Sri Rezeki
29.31,1,2,58.97,257.87,Sri Rezeki
27.54,2,2,59.51,264.5,Sri Rezeki
23.22,2,2,60.3,242.35,Sri Rezeki
26.93,1,2,60.72,252.92,Sri Rezeki
23.54,2,2,50.5,233.8,Sri Rezeki
23.57,2,2,59.93,254.43,Sri Rezeki
23.39,2,2,55.96,250.37,Sri Rezeki
23.85,2,2,58.92,246.03,Sri Rezeki
26.7,1,2,54.69,263.47,Sri Rezeki
26.97,2,2,51.24,264.7,Sri Rezeki
28.44,2,2,55.63,244.63,Sri Rezeki
28.48,3,2,55.77,251.07,Sri Rezeki
25.09,1,2,54.79,236.31,Sri Rezeki
26.11,2,2,51.33,251.07,Sri Rezeki
26.56,1,2,50.39,262.66,Sri Rezeki
23.04,1,2,50.4,240.02,Sri Rezeki
29.14,1,2,51.24,234.94,Sri Rezeki
26.49,1,2,50.31,246.41,Sri Rezeki
27.05,1,2,57.57,239.99,Sri Rezeki
24.62,1,2,60.31,242.89,Sri Rezeki
28.43,2,2,52.32,264.2,Sri Rezeki
25.53,2,2,59.66,262.5,Sri Rezeki
27.79,3,2,55.77,244.42,Sri Rezeki
26.61,1,2,50.83,263.39,Sri Rezeki
28.91,1,2,59.61,261.34,Sri Rezeki
26.72,1,2,55.19,266.01,Sri Rezeki
28.91,2,2,60.56,250.9,Sri Rezeki
25.31,2,2,50.08,250.73,Sri Rezeki
25.45,1,2,53.72,264.81,Sri Rezeki
27.96,1,2,52.25,262.73,Sri Rezeki
27.84,1,2,50.19,265.22,Sri Rezeki
23.78,1,2,53.72,244.92,Sri Rezeki
25.16,1,2,55.46,247.98,Sri Rezeki
23.9,2,2,55.76,259.82,Sri Rezeki
24.63,2,2,58.58,254.25,Sri Rezeki
25.6,2,2,53.53,235.09,Sri Rezeki
29.86,1,2,50.54,262.89,Sri Rezeki
25.6,2,2,57.01,250.99,Sri Rezeki
26.13,1,2,59.99,246.7,Sri Rezeki
23.53,2,2,56.46,258.6,Sri Rezeki
25.6,2,2,52.6,236.75,Sri Rezeki
25.12,2,2,52.92,249.37,Sri Rezeki
25.56,1,2,53.95,252.18,Sri Rezeki
23.83,3,2,59.58,243.1,Sri Rezeki
27.6,1,2,59.11,259.44,Sri Rezeki
23.54,2,2,50.92,264.6,Sri Rezeki
27.87,1,2,51.59,254.37,Sri Rezeki
24.65,2,2,57.59,255.15,Sri Rezeki
27.88,2,2,57.4,264.16,Sri Rezeki
26.14,1,2,59.68,250.61,Sri Rezeki
29.72,1,2,55.07,237.59,Sri Rezeki
25.73,1,2,56.22,261.43,Sri Rezeki
28.73,2,2,59.61,264.8,Sri Rezeki
29.57,1,2,53.13,241.08,Sri Rezeki
23.26,1,2,58.19,240.21,Sri Rezeki
27.2,2,2,52.68,251.08,Sri Rezeki
24.82,1,2,50.79,243.3,Sri Rezeki
24.64,1,2,54.95,261.66,Sri Rezeki
26.58,1,2,50.2,248.61,Sri Rezeki
29.59,1,2,58.09,241.14,Sri Rezeki
23.43,2,2,52.73,233.35,Sri Rezeki
29.71,2,2,59.88,236.76,Sri Rezeki
28.65,2,2,50.27,245.25,Sri Rezeki
29.3,2,2,54.26,262.74,Sri Rezeki
23.35,2,2,54.53,245.68,Sri Rezeki
25.11,1,2,60.88,237.83,Sri Rezeki
23.86,2,2,54.36,264.79,Sri Rezeki
25.81,1,2,57.58,256.19,Sri Rezeki
24.21,2,2,50.15,247.21,Sri Rezeki
23.48,1,2,55.93,256.82,Sri Rezeki
27.53,2,2,54.58,263.55,Sri Rezeki
26.74,1,2,52.72,239.23,Sri Rezeki
29.17,2,2,55.42,251.85,Sri Rezeki
24.09,2,2,59.75,258.05,Sri Rezeki
25.44,2,2,59.64,265.98,Sri Rezeki
27.08,2,2,57.37,240.3,Sri Rezeki
23.57,1,2,53.88,248.6,Sri Rezeki
29.25,3,2,58.52,237.91,Sri Rezeki
29.76,2,2,58.51,252.38,Sri Rezeki
26.77,2,2,59.8,250.51,Sri Rezeki
28.8,1,2,59.97,256,Sri Rezeki
26.44,1,2,53.37,250.58,Sri Rezeki
23.67,1,2,55.97,240.91,Sri Rezeki
25.81,1,2,56.35,248.09,Sri Rezeki
26.68,1,2,52.21,239.05,Sri Rezeki
28.13,1,2,60.41,240.37,Sri Rezeki
23.95,2,2,57.67,244.02,Sri Rezeki
26.08,1,2,58.39,261.72,Sri Rezeki
27.87,1,2,55.11,249.5,Sri Rezeki
27.43,3,2,59.53,233.83,Sri Rezeki
23.59,2,2,59.52,265.16,Sri Rezeki
25.36,1,2,50.75,237.53,Sri Rezeki
23.33,2,2,59.28,262.85,Sri Rezeki
24.05,1,2,59.35,251.9,Sri Rezeki
24.46,2,2,59.08,254.09,Sri Rezeki
25.91,2,2,54.28,256,Sri Rezeki
26.51,3,2,56.41,246.74,Sri Rezeki
28.76,1,2,56.1,245.48,Sri Rezeki
28.44,2,2,58.26,234.48,Sri Rezeki
26.5,1,2,60.81,265.35,Sri Rezeki
25.17,2,2,50.67,265.04,Sri Rezeki
23.93,2,2,58.69,248.71,Sri Rezeki
29.18,1,2,54.6,250.24,Sri Rezeki
26.19,2,2,54.13,244.54,Sri Rezeki
27.33,1,2,56.53,239.59,Sri Rezeki
27.87,1,2,52.27,236.12,Sri Rezeki
28.21,1,2,59.56,264.65,Sri Rezeki
28.76,2,2,50.58,234.03,Sri Rezeki
26.43,2,2,51.14,250.41,Sri Rezeki
26.03,3,2,58.95,256.02,Sri Rezeki
28.27,2,2,57.6,263.63,Sri Rezeki
25.53,2,2,58.05,256.91,Sri Rezeki
23.38,2,2,54.18,246.32,Sri Rezeki
28.71,2,2,57.84,234.9,Sri Rezeki
27.57,2,2,53.37,235.15,Sri Rezeki
26.21,2,2,58.6,258.81,Sri Rezeki
29.86,3,2,51.49,264.74,Sri Rezeki
27.73,1,2,60.2,259.83,Sri Rezeki
23.94,1,2,59.46,248.28,Sri Rezeki
25.46,1,2,50.01,244.64,Sri Rezeki
26.74,1,2,54.26,239.58,Sri Rezeki
28.55,2,2,53.02,251.42,Sri Rezeki
28.97,1,2,58.55,247.62,Sri Rezeki
27.14,1,2,51.99,256.15,Sri Rezeki
23.54,1,2,53.06,260.98,Sri Rezeki
25.62,2,2,50.72,236.29,Sri Rezeki
25.37,2,2,52.88,241.61,Sri Rezeki
29.16,2,2,52.12,236.91,Sri Rezeki
24.07,1,2,60.23,240.98,Sri Rezeki
24.84,2,2,58.88,239.94,Sri Rezeki
23.33,2,2,60.33,235.32,Sri Rezeki
26.26,1,2,52.93,235.28,Sri Rezeki
24.13,2,2,52.31,237.71,Sri Rezeki
29.84,2,2,56.27,249.53,Sri Rezeki
26.02,1,2,57,242.86,Sri Rezeki
29.34,1,2,60.28,262.46,Sri Rezeki
24.42,2,2,56.84,234.86,Sri Rezeki
27,1,2,52.72,245.81,Sri Rezeki
28.19,3,2,55.09,250.2,Sri Rezeki
28.56,1,2,54.2,259.93,Sri Rezeki
27.66,3,2,51.18,264.47,Sri Rezeki
29.99,2,2,53.83,264.33,Sri Rezeki
28.01,3,2,56.21,261.69,Sri Rezeki
27.28,1,2,55.32,255.63,Sri Rezeki
29.12,2,2,51.75,244.95,Sri Rezeki
28.03,1,2,52.4,242.04,Sri Rezeki
23.91,2,2,60.36,261.91,Sri Rezeki
28.38,1,2,52.09,252.31,Sri Rezeki
24.05,2,2,55.82,243.36,Sri Rezeki
24.04,1,2,60.65,256.44,Sri Rezeki
25.03,2,2,58.37,262.38,Sri Rezeki
28.23,3,2,58.24,247.47,Sri Rezeki
27.09,1,2,58.02,266.41,Sri Rezeki
25.42,2,2,60.51,251.85,Sri Rezeki
28.61,1,2,60.05,263.09,Sri Rezeki
23.66,2,2,54.84,249.59,Sri Rezeki
25.08,2,2,52.04,244.7,Sri Rezeki
28.94,2,2,52.43,238.74,Sri Rezeki
25.54,2,2,60.21,245.8,Sri Rezeki
25.28,3,2,60.91,251.38,Sri Rezeki
26.75,1,2,60.84,260.2,Sri Rezeki
29.36,2,2,53.26,236.83,Sri Rezeki
29.73,2,2,50.57,254.41,Sri Rezeki
23.55,2,2,56.49,259.41,Sri Rezeki
29.64,2,2,59.69,254.46,Sri Rezeki
29.73,2,2,57.96,256.59,Sri Rezeki
25.45,2,2,55.96,259.98,Sri Rezeki
23.13,2,2,52.9,262.65,Sri Rezeki
25.47,1,2,50.12,235.77,Sri Rezeki
28.39,2,2,57.22,254.05,Sri Rezeki
23.86,2,2,57.82,238,Sri Rezeki
24.71,1,2,52.34,240.56,Sri Rezeki
23.84,3,2,58.49,234.99,Sri Rezeki
23.24,2,2,54.4,234.69,Sri Rezeki
28.86,1,2,59.8,234.94,Sri Rezeki
27.18,2,2,58.33,246.39,Sri Rezeki
29.14,1,2,51.07,235.77,Sri Rezeki
23.86,3,2,56.12,260.68,Sri Rezeki
27.76,2,2,51.79,263.51,Sri Rezeki
27.03,1,2,56.22,243.36,Sri Rezeki
28.86,3,2,56.28,244.16,Sri Rezeki
26.36,2,2,53.23,246.39,Sri Rezeki
25.01,2,2,56.61,248.16,Sri Rezeki
26.56,3,2,51.39,265.39,Sri Rezeki
26.34,2,2,58.97,241.89,Sri Rezeki
27.8,2,2,58.83,237.8,Sri Rezeki
29.61,2,2,57.37,234.08,Sri Rezeki
25.57,1,2,51.48,234.71,Sri Rezeki
27,1,2,57.26,261.31,Sri Rezeki
25.49,1,2,54.13,243.74,Sri Rezeki
26.9,2,2,55.97,249.49,Sri Rezeki
29.39,2,2,54.6,249.87,Sri Rezeki
25.31,2,2,58.1,247.03,Sri Rezeki
29.53,2,2,50.44,238.36,Sri Rezeki
28.38,2,2,51.81,256.08,Sri Rezeki
28.09,2,2,54.75,250.24,Sri Rezeki
28.64,2,2,56.61,239.13,Sri Rezeki
26.81,1,2,50.24,258.37,Sri Rezeki
24.44,1,2,58.49,259.81,Sri Rezeki
29.93,3,2,52.24,240.82,Sri Rezeki
24.98,2,2,50.82,236.34,Sri Rezeki
24.98,2,2,57.66,260.56,Sri Rezeki
26.69,2,2,51.82,250.47,Sri Rezeki
25.88,1,2,50.75,242.13,Sri Rezeki
23.61,1,2,50.67,239.89,Sri Rezeki
26.21,2,2,56.14,235.12,Sri Rezeki
25.38,1,2,55.69,243.88,Sri Rezeki
29.4,2,2,55.71,241.85,Sri Rezeki
29.26,1,2,56.48,238.89,Sri Rezeki
27.24,1,2,57.77,248.14,Sri Rezeki
27.99,1,2,54.48,252.43,Sri Rezeki
27.12,1,2,54.45,235.28,Sri Rezeki
24.62,2,2,54.91,254.37,Sri Rezeki
28.3,1,2,59.65,263.23,Sri Rezeki
24.9,2,2,58.58,244.1,Sri Rezeki
25.56,2,2,58.32,241.38,Sri Rezeki
28.9,2,2,52.77,236.86,Sri Rezeki
25.56,1,2,50.55,245.73,Sri Rezeki
23.34,1,2,50.24,255.93,Sri Rezeki
23.17,3,2,57.37,237.18,Sri Rezeki
28.12,1,2,60.89,259.44,Sri Rezeki
23.32,2,2,58.2,255.91,Sri Rezeki
29.97,2,2,53.81,246.26,Sri Rezeki
29.95,2,2,50.74,239.16,Sri Rezeki
25.94,1,2,55.24,246.79,Sri Rezeki
24.73,2,2,57.05,249.71,Sri Rezeki
28.65,2,2,55.04,238.05,Sri Rezeki
28.11,2,2,58.92,242.94,Sri Rezeki
29.58,2,2,52.09,233.55,Sri Rezeki
24.52,1,2,59.76,233.58,Sri Rezeki
29.63,2,2,57.51,256.44,Sri Rezeki
27.19,1,2,60.74,252.56,Sri Rezeki
26.87,2,2,53.36,257.81,Sri Rezeki
27.37,2,2,58.61,243.64,Sri Rezeki
24.9,1,2,53.64,253.36,Sri Rezeki
25.6,2,2,55.75,257.26,Sri Rezeki
29.19,1,2,53.16,236.72,Sri Rezeki
27.61,1,2,51.14,257.46,Sri Rezeki
29.05,2,2,51.35,251.71,Sri Rezeki
25.01,1,2,54.03,238.89,Sri Rezeki
23.51,1,2,50.16,246.8,Sri Rezeki
23.95,2,2,60.3,234.77,Sri Rezeki
24.81,1,2,55.77,241.57,Sri Rezeki
26.46,1,2,54.18,263.83,Sri Rezeki
24.34,2,2,60.35,263.92,Sri Rezeki
27.75,2,2,58.07,259.92,Sri Rezeki
28.45,3,2,53.43,234.09,Sri Rezeki
27.99,2,2,56.53,259.44,Sri Rezeki
28.09,1,2,56.11,242.02,Sri Rezeki
26.99,2,2,54.5,247.8,Sri Rezeki
28.21,1,2,50.06,254.11,Sri Rezeki
29.19,1,2,59.48,248.29,Sri Rezeki
27.47,1,2,56.13,234.68,Sri Rezeki
29.6,2,2,51.24,264.14,Sri Rezeki
26.92,1,2,52.54,234.41,Sri Rezeki
27.67,1,2,53.66,241.07,Sri Rezeki
26.33,3,2,53.56,246.09,Sri Rezeki
26.86,1,2,52.74,264.66,Sri Rezeki
28.28,2,2,50.01,249.35,Sri Rezeki
29.99,1,2,50.65,240.62,Sri Rezeki
23.33,2,2,56.27,259.58,Sri Rezeki
26.83,2,2,56.04,253.63,Sri Rezeki
25.87,2,2,57.82,260.26,Sri Rezeki
29.51,1,2,56.64,239.76,Sri Rezeki
24.08,2,2,52.07,244.56,Sri Rezeki
28.77,1,2,55.95,249.83,Sri Rezeki
23.91,1,2,58.38,250.94,Sri Rezeki
28.41,2,2,50.2,241.78,Sri Rezeki
29.25,2,2,56.3,257.7,Sri Rezeki
28.23,1,2,57.51,234.82,Sri Rezeki
29.65,2,2,50.74,258.6,Sri Rezeki
27.2,1,2,53.46,250.38,Sri Rezeki
24.97,1,2,51.96,263.27,Sri Rezeki
29.07,1,2,56.3,247.67,Sri Rezeki
28.25,1,2,59.08,234.17,Sri Rezeki
28.87,2,2,59.22,254.91,Sri Rezeki
26.7,3,2,51.78,235.85,Sri Rezeki
28.9,2,2,57.57,237.58,Sri Rezeki
23.81,2,2,56.95,266.45,Sri Rezeki
29.44,1,2,52.54,255.98,Sri Rezeki
24.58,2,2,52.64,255.34,Sri Rezeki
28.5,3,2,56.55,244.51,Sri Rezeki
23.01,2,2,51.07,251.4,Sri Rezeki
29.51,2,2,53.15,246.14,Sri Rezeki
29.66,2,2,57.33,248.19,Sri Rezeki
29.55,2,2,50.78,240.95,Sri Rezeki
26.84,2,2,60.74,249.92,Sri Rezeki
24.24,2,2,58.08,234.48,Sri Rezeki
23.53,3,2,56.59,257.43,Sri Rezeki
27.36,3,2,55.97,256.99,Sri Rezeki
26.73,2,2,56.98,260.2,Sri Rezeki
26.31,1,2,58.69,235.42,Sri Rezeki
23.72,2,2,51.39,251.28,Sri Rezeki
29.12,1,2,55.63,242.72,Sri Rezeki
28.09,1,2,50.7,238.93,Sri Rezeki
29.12,2,2,58.01,241.82,Sri Rezeki
25.73,1,2,56.45,246.21,Sri Rezeki
27.31,2,2,57.22,243.91,Sri Rezeki
26.36,2,2,60.38,245.2,Sri Rezeki
29.88,1,2,54.94,237.02,Sri Rezeki
25.73,1,2,53.51,265.32,Sri Rezeki
28.71,2,2,54.18,253.25,Sri Rezeki
27.13,2,2,59.97,233.53,Sri Rezeki
25.2,1,2,56.34,262.48,Sri Rezeki
25.88,2,2,60.79,240.1,Sri Rezeki
25.47,1,2,60.51,238.72,Sri Rezeki
28.35,1,2,56.58,250.01,Sri Rezeki
27.67,1,2,54,233.39,Sri Rezeki
23.81,1,2,59.93,261.14,Sri Rezeki
28.42,2,2,54.91,236.22,Sri Rezeki
26.23,2,2,57.88,241.04,Sri Rezeki
25.29,1,2,55.2,244.5,Sri Rezeki
25.62,1,2,50.99,244.66,Sri Rezeki
23.91,3,2,59.98,257.39,Sri Rezeki
25.19,2,2,50.82,238,Sri Rezeki
24.21,1,2,55.58,263.2,Sri Rezeki
26.2,2,2,56.91,238.5,Sri Rezeki
26.7,1,2,60.52,255.91,Sri Rezeki
29.93,2,2,51.87,266.06,Sri Rezeki
28.38,1,2,53.22,257.97,Sri Rezeki
26.7,1,2,55.12,258.77,Sri Rezeki
25.62,2,2,59.42,244.2,Sri Rezeki
24.11,1,2,50.12,253.14,Sri Rezeki
25.66,1,2,58.48,233.9,Sri Rezeki
26.81,2,2,56.23,255.4,Sri Rezeki
24.24,2,2,59.65,253.11,Sri Rezeki
29.3,1,2,51.62,253.88,Sri Rezeki
27.47,2,2,59.38,260.9,Sri Rezeki
25.84,3,2,58.79,249.81,Sri Rezeki
28.56,2,2,58.58,264.64,Sri Rezeki
23.94,2,2,60.45,251.14,Sri Rezeki
28.86,1,2,55.2,242.72,Sri Rezeki
23.13,1,2,54.2,234.39,Sri Rezeki
25.77,1,2,56.97,259.19,Sri Rezeki
26.91,2,2,51.16,237.53,Sri Rezeki
24.18,2,2,57.44,259.35,Sri Rezeki
27.69,2,2,53.73,253.89,Sri Rezeki
29.73,2,2,54.64,249.14,Sri Rezeki
23.57,2,2,52.39,249.35,Sri Rezeki
23.06,1,2,59.65,236.42,Sri Rezeki
27.96,1,2,51.19,240.76,Sri Rezeki
28.55,1,2,50.11,254.76,Sri Rezeki
25.91,1,2,60.61,262.44,Sri Rezeki
25.42,2,2,54.77,241.24,Sri Rezeki
25.46,1,2,56.68,236.16,Sri Rezeki
28.87,2,2,60.48,238.3,Sri Rezeki
23.4,2,2,55.27,241.66,Sri Rezeki
28.57,2,2,56.92,234.41,Sri Rezeki
23.99,1,2,58.97,241.8,Sri Rezeki
28.75,2,2,60.34,243.67,Sri Rezeki
26.79,2,2,58.29,254.86,Sri Rezeki
28.85,2,2,51.13,260.12,Sri Rezeki
25.94,1,2,44.45,242.51,Lidah Buaya
24.33,2,2,44.53,92.19,Lidah Buaya
25.11,1,2,40.32,159.47,Lidah Buaya
27.97,1,1,43.63,224.03,Lidah Buaya
20.13,3,1,41.38,248.3,Lidah Buaya
23.96,2,2,36.72,96.54,Lidah Buaya
27.16,3,1,41.3,97.81,Lidah Buaya
31.03,3,1,39.35,240.37,Lidah Buaya
20.98,1,2,42.05,247.39,Lidah Buaya
32.21,1,1,44.22,115.29,Lidah Buaya
23.42,1,1,42.62,95.42,Lidah Buaya
26.23,1,1,38.42,124.22,Lidah Buaya
21.42,1,1,35.48,157.91,Lidah Buaya
30.22,3,1,38.9,205.24,Lidah Buaya
30.19,3,2,37.01,199.78,Lidah Buaya
31.99,1,2,43.2,194.5,Lidah Buaya
27.97,1,1,35.1,240.4,Lidah Buaya
32.05,1,2,41.29,89.39,Lidah Buaya
30.7,1,2,35.74,184.13,Lidah Buaya
25.39,1,1,37.39,109.43,Lidah Buaya
31.88,1,2,39.28,218.11,Lidah Buaya
23.79,2,2,40.18,226.36,Lidah Buaya
25.8,1,2,35.38,188,Lidah Buaya
30.7,2,2,35.66,99.42,Lidah Buaya
27.99,1,1,43.1,108.14,Lidah Buaya
24.31,1,1,38.16,163.96,Lidah Buaya
31.63,1,1,40.87,237.19,Lidah Buaya
20.1,1,1,40.43,115.1,Lidah Buaya
31.06,3,2,40.22,232.77,Lidah Buaya
23.24,1,1,43.13,247.71,Lidah Buaya
32.79,1,1,41.16,86.36,Lidah Buaya
20.53,2,1,40.59,106.25,Lidah Buaya
21.91,2,1,36.65,125.32,Lidah Buaya
23.52,1,2,37.06,116.71,Lidah Buaya
21.71,3,2,45.11,200.44,Lidah Buaya
23.92,1,1,37.62,177.4,Lidah Buaya
27.59,2,1,37.3,112.49,Lidah Buaya
21.66,1,1,37.04,163.92,Lidah Buaya
29.15,1,2,40.59,162.11,Lidah Buaya
25.72,1,1,43.78,91.39,Lidah Buaya
28.7,2,2,43.12,204.9,Lidah Buaya
25.2,1,2,36.47,104.37,Lidah Buaya
27.05,1,1,36.3,109.13,Lidah Buaya
22.21,1,1,42.95,156.15,Lidah Buaya
30.65,1,2,41.32,189.68,Lidah Buaya
29.39,1,2,35.5,208.9,Lidah Buaya
22.92,1,2,43.49,249.53,Lidah Buaya
23.02,1,1,40.8,164.63,Lidah Buaya
22.98,2,2,38.45,247.57,Lidah Buaya
21.95,2,1,37.06,181.6,Lidah Buaya
27.19,3,1,44.48,195.84,Lidah Buaya
22.48,1,2,43.63,142.51,Lidah Buaya
25.75,1,2,40.78,137.65,Lidah Buaya
22.02,1,2,38.34,186.41,Lidah Buaya
27.51,2,2,36.68,224.57,Lidah Buaya
20.83,1,1,35.89,231.95,Lidah Buaya
30.68,1,2,43.14,182.96,Lidah Buaya
24.45,1,2,37.66,142.62,Lidah Buaya
21.3,1,1,39.16,133.37,Lidah Buaya
26.48,1,2,36.11,92.43,Lidah Buaya
31.7,2,2,45.22,242.44,Lidah Buaya
26.79,1,1,43.03,168.83,Lidah Buaya
28.04,1,2,44.7,166.85,Lidah Buaya
29.6,2,1,35.46,176.48,Lidah Buaya
20.42,1,2,35.87,112.47,Lidah Buaya
30.64,2,2,37.97,112.44,Lidah Buaya
20.69,2,2,35.09,93.27,Lidah Buaya
21.34,1,1,36.95,157.18,Lidah Buaya
21.28,3,1,38.31,129.63,Lidah Buaya
32.48,1,1,37.18,240.75,Lidah Buaya
26.91,1,1,41.91,100.89,Lidah Buaya
20.02,1,1,39.24,98.32,Lidah Buaya
31.9,3,2,37.53,92.57,Lidah Buaya
32.48,1,2,40.68,235.12,Lidah Buaya
32.62,1,1,37.99,112.51,Lidah Buaya
25.1,3,2,41.48,126.72,Lidah Buaya
24.17,3,1,40.31,128.96,Lidah Buaya
28.66,3,1,36,248.98,Lidah Buaya
24.14,2,2,39.43,90.98,Lidah Buaya
27.26,3,2,36.46,176.73,Lidah Buaya
21.31,2,2,38.37,86.92,Lidah Buaya
23.7,1,2,41.05,205.58,Lidah Buaya
31.85,3,2,41.61,159.07,Lidah Buaya
20.27,1,1,42.99,138.64,Lidah Buaya
26.55,2,1,42.22,109.87,Lidah Buaya
22.32,1,1,39.94,161.85,Lidah Buaya
31.05,1,2,43.35,90.48,Lidah Buaya
26.81,3,2,35.31,231.58,Lidah Buaya
32.51,1,2,45.42,205.59,Lidah Buaya
26.74,2,2,37.64,209.79,Lidah Buaya
23.78,3,1,42.64,181.46,Lidah Buaya
21.64,1,2,38.27,235.88,Lidah Buaya
20.16,1,1,42.59,245.06,Lidah Buaya
26.14,2,2,40.15,199.13,Lidah Buaya
27.63,1,1,37.77,213.68,Lidah Buaya
22.08,3,2,45.05,248.6,Lidah Buaya
24.39,2,1,37.57,91.73,Lidah Buaya
24.95,3,1,35.9,223.84,Lidah Buaya
24.57,3,1,35.57,141.74,Lidah Buaya
27.74,2,2,38.48,231,Lidah Buaya
26.81,3,2,36.54,199.2,Lidah Buaya
26.51,2,1,37.84,126.51,Lidah Buaya
23.48,1,1,45.91,134.34,Lidah Buaya
30.43,1,2,40.31,192.52,Lidah Buaya
32.71,1,1,42.03,189.49,Lidah Buaya
29.98,1,1,45.19,89.03,Lidah Buaya
21.24,1,1,35.29,184.28,Lidah Buaya
32.71,2,2,39.92,195.04,Lidah Buaya
28.72,1,2,43.91,108.26,Lidah Buaya
21.09,1,2,44.72,233.61,Lidah Buaya
32.6,1,2,44.32,123.78,Lidah Buaya
28.03,1,1,39.05,214.19,Lidah Buaya
20.32,1,2,37.4,85.73,Lidah Buaya
22.92,3,1,43.54,150.13,Lidah Buaya
26.75,3,1,37.88,116.31,Lidah Buaya
32.27,1,1,37.01,120.17,Lidah Buaya
20.66,1,2,35.89,147.2,Lidah Buaya
25.89,1,1,40.57,85.63,Lidah Buaya
21.18,3,2,45.16,161.19,Lidah Buaya
